GameKey,SeasonType,Season,Week,Date,AwayTeam,HomeTeam,AwayScore,HomeScore,Channel,PointSpread,OverUnder,Quarter,TimeRemaining,Possession,Down,Distance,YardLine,YardLineTerritory,RedZone,AwayScoreQuarter1,AwayScoreQuarter2,AwayScoreQuarter3,AwayScoreQuarter4,AwayScoreOvertime,HomeScoreQuarter1,HomeScoreQuarter2,HomeScoreQuarter3,HomeScoreQuarter4,HomeScoreOvertime,HasStarted,IsInProgress,IsOver,Has1stQuarterStarted,Has2ndQuarterStarted,Has3rdQuarterStarted,Has4thQuarterStarted,IsOvertime,DownAndDistance,QuarterDescription,StadiumID,LastUpdated,GeoLat,GeoLong,ForecastTempLow,ForecastTempHigh,ForecastDescription,ForecastWindChill,ForecastWindSpeed,AwayTeamMoneyLine,HomeTeamMoneyLine,Canceled,Closed,LastPlay,Day,DateTime,AwayTeamID,HomeTeamID,GlobalGameID,GlobalAwayTeamID,GlobalHomeTeamID,PointSpreadAwayTeamMoneyLine,PointSpreadHomeTeamMoneyLine,ScoreID,Status,GameEndDateTime,HomeRotationNumber,AwayRotationNumber,NeutralVenue,RefereeID,OverPayout,UnderPayout,HomeTimeouts,AwayTimeouts,DateTimeUTC,Attendance,IsClosed,StadiumDetails
202510110,1,2025,1,2025-09-07T16:05:00,TEN,DEN,20,33,FOX,-15.7,70.4,F,,,,Scrambled,,,,8,16,8,0,0,8,12,8,12,0,True,False,True,True,True,True,True,False,,Final,13,2025-09-09T22:57:20,,,65,68,Scattered Clouds,68,3,605,-785,False,True,Scrambled,2025-09-07T00:00:00,2025-09-07T16:05:00,34,10,19063,34,10,-182,-186,19063,Final,2025-09-07T19:30:31,782,780,False,59,-186,-181,,,2025-09-07T20:05:00,73747,True,"{'StadiumID': 13, 'Name': 'Empower Field at Mile High', 'City': 'Denver', 'State': 'CO', 'Country': 'USA', 'Capacity': 76125, 'PlayingSurface': 'Grass', 'GeoLat': 39.743889, 'GeoLong': -105.020097, 'Type': 'Outdoor'}"
202510130,1,2025,1,2025-09-07T16:05:00,SF,SEA,28,22,FOX,5.5,72.1,F,,,,Scrambled,,,,12,0,0,17,0,0,17,0,8,0,True,False,True,True,True,True,True,False,,Final,31,2025-09-09T22:57:20,,,65,65,Overcast Clouds,65,3,-222,189,False,True,Scrambled,2025-09-07T00:00:00,2025-09-07T16:05:00,31,30,19064,31,30,-186,-181,19064,Final,2025-09-07T19:04:54,785,784,False,51,-179,-182,,,2025-09-07T20:05:00,68752,True,"{'StadiumID': 31, 'Name': 'Lumen Field', 'City': 'Seattle', 'State': 'WA', 'Country': 'USA', 'Capacity': 68740, 'PlayingSurface': 'Artificial', 'GeoLat': 47.5952, 'GeoLong': -122.331625, 'Type': 'Outdoor'}"
202510112,1,2025,1,2025-09-07T16:25:00,DET,GB,22,45,CBS,-1.7,79.5,F,,,,Scrambled,,,,0,8,8,12,0,17,12,0,17,0,True,False,True,True,True,True,True,False,,Final,22,2025-09-09T22:57:20,,,50,50,Clear Sky,50,4,-171,-194,False,True,Scrambled,2025-09-07T00:00:00,2025-09-07T16:25:00,11,12,19065,11,12,-184,-184,19065,Final,2025-09-07T19:14:44,789,787,False,10,-184,-184,,,2025-09-07T20:25:00,77239,True,"{'StadiumID': 22, 'Name': 'Lambeau Field', 'City': 'Green Bay', 'State': 'WI', 'Country': 'USA', 'Capacity': 81441, 'PlayingSurface': 'Grass', 'GeoLat': 44.501389, 'GeoLong': -88.062222, 'Type': 'Outdoor'}"
202510132,1,2025,1,2025-09-07T16:25:00,HOU,LAR,15,23,CBS,-5.0,71.3,F,,,,Scrambled,,,,8,16,0,0,0,0,12,12,0,0,True,False,True,True,True,True,True,False,,Final,54,2025-09-09T22:57:20,,,71,72,Clear Sky,72,4,242,-287,False,True,Scrambled,2025-09-07T00:00:00,2025-09-07T16:25:00,13,32,19066,13,32,-172,-192,19066,Final,2025-09-07T19:17:49,792,790,False,119,-184,-182,,,2025-09-07T20:25:00,71346,True,"{'StadiumID': 54, 'Name': 'SoFi Stadium', 'City': 'Inglewood', 'State': 'CA', 'Country': 'USA', 'Capacity': 70240, 'PlayingSurface': 'Artificial', 'GeoLat': 33.95345, 'GeoLong': -118.3392, 'Type': 'Dome'}"
202510104,1,2025,1,2025-09-07T20:20:00,BAL,BUF,66,68,NBC,4.1,84.5,F,,,,Scrambled,,,,8,28,23,16,0,12,16,16,36,0,True,False,True,True,True,True,True,False,,Final,1,2025-09-09T22:57:20,,,51,52,Broken Clouds,52,4,-205,172,False,True,Scrambled,2025-09-07T00:00:00,2025-09-07T20:20:00,3,4,19067,3,4,-181,-182,19067,Final,2025-09-07T23:38:16,795,794,False,53,-186,-181,,,2025-09-08T00:20:00,70745,True,"{'StadiumID': 1, 'Name': 'Highmark Stadium', 'City': 'Orchard Park', 'State': 'NY', 'Country': 'USA', 'Capacity': 71608, 'PlayingSurface': 'Artificial', 'GeoLat': 42.773758, 'GeoLong': -78.786837, 'Type': 'Outdoor'}"
202510106,1,2025,1,2025-09-08T20:15:00,MIN,CHI,45,40,ABC,1.4,72.1,F,,,,Scrambled,,,,0,16,0,35,0,12,8,12,12,0,True,False,True,True,True,True,True,False,,Final,20,2025-09-10T01:13:18,,,71,72,Clear Sky,71,6,-181,-181,False,True,Scrambled,2025-09-08T00:00:00,2025-09-08T20:15:00,20,6,19068,20,6,-182,-182,19068,Final,2025-09-08T23:33:59,799,797,False,32,-181,-184,,,2025-09-09T00:15:00,58742,True,"{'StadiumID': 20, 'Name': 'Soldier Field', 'City': 'Chicago', 'State': 'IL', 'Country': 'USA', 'Capacity': 61500, 'PlayingSurface': 'Grass', 'GeoLat': 41.86232, 'GeoLong': -87.616699, 'Type': 'Outdoor'}"
202510212,1,2025,2,2025-09-11T20:15:00,WAS,GB,30,45,AMZN,-5.0,80.4,F,,,,Scrambled,,,,0,8,0,25,0,12,12,8,17,0,True,False,True,True,True,True,True,False,,Final,22,2025-09-16T22:54:32,,,57,60,Few Clouds,57,1,250,-295,False,True,Scrambled,2025-09-11T00:00:00,2025-09-11T20:15:00,35,12,19083,35,12,166,-191,19083,Final,2025-09-11T23:31:24,172,171,False,94,-184,-182,,,2025-09-12T00:15:00,77289,True,"{'StadiumID': 22, 'Name': 'Lambeau Field', 'City': 'Green Bay', 'State': 'WI', 'Country': 'USA', 'Capacity': 81441, 'PlayingSurface': 'Grass', 'GeoLat': 44.501389, 'GeoLong': -88.062222, 'Type': 'Outdoor'}"
202510203,1,2025,2,2025-09-14T13:00:00,CLE,BAL,28,68,CBS,-20.7,77.1,F,,,,Scrambled,,,,0,8,12,12,0,8,12,17,35,0,True,False,True,True,True,True,True,False,,Final,7,2025-09-16T22:54:32,,,66,68,Scattered Clouds,68,4,971,-1420,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,8,3,19084,8,3,-179,-184,19084,Final,2025-09-14T16:11:04,424,423,False,1,-182,-181,,,2025-09-14T17:00:00,70487,True,"{'StadiumID': 7, 'Name': 'M&T Bank Stadium', 'City': 'Baltimore', 'State': 'MD', 'Country': 'USA', 'Capacity': 71008, 'PlayingSurface': 'Grass', 'GeoLat': 39.278056, 'GeoLong': -76.622778, 'Type': 'Outdoor'}"
202510207,1,2025,2,2025-09-14T13:00:00,JAX,CIN,45,51,CBS,-5.8,81.2,F,,,,Scrambled,,,,12,17,12,8,0,12,8,23,12,0,True,False,True,True,True,True,True,False,,Final,5,2025-09-16T22:54:32,,,64,70,Clear Sky,70,3,263,-313,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,15,7,19085,15,7,-187,-177,19085,Final,2025-09-14T16:16:59,421,419,False,32,-181,-187,,,2025-09-14T17:00:00,65871,True,"{'StadiumID': 5, 'Name': 'Paycor Stadium', 'City': 'Cincinnati', 'State': 'OH', 'Country': 'USA', 'Capacity': 65515, 'PlayingSurface': 'Artificial', 'GeoLat': 39.095309, 'GeoLong': -84.516003, 'Type': 'Outdoor'}"
202510209,1,2025,2,2025-09-14T13:00:00,NYG,DAL,61,66,FOX,-9.1,73.7,F/OT,,,,Scrambled,,,,16,12,8,35,0,0,17,12,33,8,True,False,True,True,True,True,True,True,,Final/OT,17,2025-09-16T22:54:32,,,79,81,Scattered Clouds,81,6,333,-399,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,23,9,19086,23,9,-182,-182,19086,F/OT,2025-09-14T16:45:08,428,426,False,112,-184,-182,,,2025-09-14T17:00:00,92781,True,"{'StadiumID': 17, 'Name': 'AT&T Stadium', 'City': 'Arlington', 'State': 'TX', 'Country': 'USA', 'Capacity': 80000, 'PlayingSurface': 'Artificial', 'GeoLat': 32.747778, 'GeoLong': -97.092778, 'Type': 'RetractableDome'}"
202510211,1,2025,2,2025-09-14T13:00:00,CHI,DET,35,86,FOX,-10.8,77.1,F,,,,Scrambled,,,,12,12,0,12,0,23,23,17,23,0,True,False,True,True,True,True,True,False,,Final,21,2025-09-16T22:54:32,,,60,65,Clear Sky,65,4,384,-469,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,6,11,19087,6,11,-186,-179,19087,Final,2025-09-14T16:17:04,437,436,False,24,-177,-187,,,2025-09-14T17:00:00,64201,True,"{'StadiumID': 21, 'Name': 'Ford Field', 'City': 'Detroit', 'State': 'MI', 'Country': 'USA', 'Capacity': 65000, 'PlayingSurface': 'Artificial', 'GeoLat': 42.340021, 'GeoLong': -83.045556, 'Type': 'Dome'}"
202510219,1,2025,2,2025-09-14T13:00:00,NE,MIA,55,45,CBS,-4.1,70.4,F,,,,Scrambled,,,,20,8,13,17,0,0,23,16,12,0,True,False,True,True,True,True,True,False,,Final,2,2025-09-16T22:54:32,,,77,79,Light Rain,79,6,187,-222,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,21,19,19088,21,19,-184,-181,19088,Final,2025-09-14T16:11:05,418,416,False,125,-186,-177,,,2025-09-14T17:00:00,65593,True,"{'StadiumID': 2, 'Name': 'Hard Rock Stadium', 'City': 'Miami Gardens', 'State': 'FL', 'Country': 'USA', 'Capacity': 64767, 'PlayingSurface': 'Grass', 'GeoLat': 25.958056, 'GeoLong': -80.238889, 'Type': 'Outdoor'}"
202510222,1,2025,2,2025-09-14T13:00:00,SF,NO,43,35,FOX,8.2,67.1,F,,,,Scrambled,,,,16,17,8,12,0,0,12,12,12,0,True,False,True,True,True,True,True,False,,Final,27,2025-09-16T22:54:32,,,76,78,Scattered Clouds,78,4,-267,225,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,31,22,19089,31,22,-179,-186,19089,Final,2025-09-14T16:11:06,444,442,False,101,-184,-182,,,2025-09-14T17:00:00,70078,True,"{'StadiumID': 27, 'Name': 'Caesars Superdome', 'City': 'New Orleans', 'State': 'LA', 'Country': 'USA', 'Capacity': 73208, 'PlayingSurface': 'Artificial', 'GeoLat': 29.950833, 'GeoLong': -90.081111, 'Type': 'Dome'}"
202510224,1,2025,2,2025-09-14T13:00:00,BUF,NYJ,50,17,CBS,15.1,77.9,F,,,,Scrambled,,,,17,17,8,12,0,0,8,0,12,0,True,False,True,True,True,True,True,False,,Final,3,2025-09-16T22:54:32,,,68,69,Scattered Clouds,69,1,-452,370,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,4,24,19090,4,24,-187,-181,19090,Final,2025-09-14T16:03:54,434,432,False,10,-182,-182,,,2025-09-14T17:00:00,80875,True,"{'StadiumID': 3, 'Name': 'MetLife Stadium', 'City': 'East Rutherford', 'State': 'NJ', 'Country': 'USA', 'Capacity': 82500, 'PlayingSurface': 'Artificial', 'GeoLat': 40.813528, 'GeoLong': -74.074361, 'Type': 'Outdoor'}"
202510228,1,2025,2,2025-09-14T13:00:00,SEA,PIT,51,28,FOX,-5.8,67.1,F,,,,Scrambled,,,,12,0,12,28,0,16,13,0,8,0,True,False,True,True,True,True,True,False,,Final,8,2025-09-16T22:54:32,,,64,66,Clear Sky,66,4,280,-331,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,30,28,19091,30,28,-182,-182,19091,Final,2025-09-14T15:59:30,441,439,False,76,-182,-182,,,2025-09-14T17:00:00,66347,True,"{'StadiumID': 8, 'Name': 'Acrisure Stadium', 'City': 'Pittsburgh', 'State': 'PA', 'Country': 'USA', 'Capacity': 68400, 'PlayingSurface': 'Grass', 'GeoLat': 40.446667, 'GeoLong': -80.015833, 'Type': 'Outdoor'}"
202510234,1,2025,2,2025-09-14T13:00:00,LAR,TEN,55,31,CBS,15.1,68.8,F,,,,Scrambled,,,,12,8,17,22,0,0,22,8,8,0,True,False,True,True,True,True,True,False,,Final,12,2025-09-16T22:54:32,,,69,74,Light Rain,74,2,-409,340,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T13:00:00,32,34,19092,32,34,-182,-182,19092,Final,2025-09-14T16:11:16,431,429,False,53,-179,-187,,,2025-09-14T17:00:00,59069,True,"{'StadiumID': 12, 'Name': 'Nissan Stadium', 'City': 'Nashville', 'State': 'TN', 'Country': 'USA', 'Capacity': 69143, 'PlayingSurface': 'Grass', 'GeoLat': 36.166389, 'GeoLong': -86.771389, 'Type': 'Outdoor'}"
202510201,1,2025,2,2025-09-14T16:05:00,CAR,ARI,36,45,CBS,-11.6,75.4,F,,,,Scrambled,,,,8,0,16,22,0,17,17,12,0,0,True,False,True,True,True,True,True,False,,Final,29,2025-09-16T22:54:32,,,82,85,Clear Sky,85,4,449,-553,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T16:05:00,5,1,19093,5,1,-182,-182,19093,Final,2025-09-14T19:22:48,447,446,False,110,-182,-182,,,2025-09-14T20:05:00,64003,True,"{'StadiumID': 29, 'Name': 'State Farm Stadium', 'City': 'Glendale', 'State': 'AZ', 'Country': 'USA', 'Capacity': 63400, 'PlayingSurface': 'Grass', 'GeoLat': 33.528, 'GeoLong': -112.263036, 'Type': 'RetractableDome'}"
202510214,1,2025,2,2025-09-14T16:05:00,DEN,IND,46,48,CBS,4.1,71.3,F,,,,Scrambled,,,,12,23,12,0,0,16,23,8,16,0,True,False,True,True,True,True,True,False,,Final,9,2025-09-16T22:54:32,,,66,70,Clear Sky,70,5,-204,174,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T16:05:00,10,14,19094,10,14,-179,-186,19094,Final,2025-09-14T19:09:41,451,449,False,119,-187,-179,,,2025-09-14T20:05:00,63910,True,"{'StadiumID': 9, 'Name': 'Lucas Oil Stadium', 'City': 'Indianapolis', 'State': 'IN', 'Country': 'USA', 'Capacity': 67000, 'PlayingSurface': 'Artificial', 'GeoLat': 39.760056, 'GeoLong': -86.163806, 'Type': 'RetractableDome'}"
202510216,1,2025,2,2025-09-14T16:25:00,PHI,KC,33,28,FOX,4.1,77.9,F,,,,Scrambled,,,,12,8,8,12,0,0,17,0,12,0,True,False,True,True,True,True,True,False,,Final,15,2025-09-16T22:54:32,,,72,73,Scattered Clouds,73,5,-199,167,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T16:25:00,26,16,19095,26,16,-182,-184,19095,Final,2025-09-14T19:22:48,454,452,False,59,-181,-187,,,2025-09-14T20:25:00,73558,True,"{'StadiumID': 15, 'Name': 'Arrowhead Stadium', 'City': 'Kansas City', 'State': 'MO', 'Country': 'USA', 'Capacity': 76416, 'PlayingSurface': 'Grass', 'GeoLat': 39.048889, 'GeoLong': -94.483889, 'Type': 'Outdoor'}"
202510220,1,2025,2,2025-09-14T20:20:00,ATL,MIN,36,16,NBC,-5.0,73.7,F,,,,Scrambled,,,,16,8,8,17,0,0,16,0,0,0,True,False,True,True,True,True,True,False,,Final,42,2025-09-16T22:54:32,,,74,76,Scattered Clouds,76,10,239,-283,False,True,Scrambled,2025-09-14T00:00:00,2025-09-14T20:20:00,2,20,19096,2,20,-177,-191,19096,Final,2025-09-14T23:18:01,457,456,False,47,-186,-181,,,2025-09-15T00:20:00,66859,True,"{'StadiumID': 42, 'Name': 'U.S. Bank Stadium', 'City': 'Minneapolis', 'State': 'MN', 'Country': 'USA', 'Capacity': 66655, 'PlayingSurface': 'Artificial', 'GeoLat': 44.974288, 'GeoLong': -93.258, 'Type': 'Dome'}"
202510213,1,2025,2,2025-09-15T19:00:00,TB,HOU,33,31,ABC,-4.1,70.4,F,,,,Scrambled,,,,12,12,0,16,0,17,0,0,15,0,True,False,True,True,True,True,True,False,,Final,11,2025-09-16T22:54:32,,,76,79,Scattered Clouds,79,4,210,-247,False,True,Scrambled,2025-09-15T00:00:00,2025-09-15T19:00:00,33,13,19097,33,13,-172,-194,19097,Final,2025-09-15T22:00:24,461,459,False,51,-184,-181,,,2025-09-15T23:00:00,71580,True,"{'StadiumID': 11, 'Name': 'NRG Stadium', 'City': 'Houston', 'State': 'TX', 'Country': 'USA', 'Capacity': 72220, 'PlayingSurface': 'Artificial', 'GeoLat': 29.684722, 'GeoLong': -95.410833, 'Type': 'RetractableDome'}"
202510225,1,2025,2,2025-09-15T22:00:00,LAC,LV,33,15,ESPN,9.6,77.1,F,,,,Scrambled,,,,17,12,8,0,0,8,8,0,8,0,True,False,True,True,True,True,True,False,,Final,53,2025-09-16T22:54:32,,,83,86,Clear Sky,86,2,-313,265,False,True,Scrambled,2025-09-15T00:00:00,2025-09-15T22:00:00,29,25,19098,29,25,-171,-194,19098,Final,2025-09-16T00:59:12,464,462,False,66,-186,-179,,,2025-09-16T02:00:00,62526,True,"{'StadiumID': 53, 'Name': 'Allegiant Stadium', 'City': 'Las Vegas', 'State': 'NV', 'Country': 'USA', 'Capacity': 65000, 'PlayingSurface': 'Grass', 'GeoLat': 36.090833, 'GeoLong': -115.183611, 'Type': 'Dome'}"
202510304,1,2025,3,2025-09-18T20:15:00,MIA,BUF,35,51,AMZN,-19.9,83.7,F,,,,Scrambled,,,,12,12,0,12,0,12,12,12,17,0,True,False,True,True,True,True,True,False,,Final,1,2025-09-23T22:57:19,,,61,65,Scattered Clouds,65,4,943,-1341,False,True,Scrambled,2025-09-18T00:00:00,2025-09-18T20:15:00,19,4,19099,19,4,-182,-182,19099,Final,2025-09-18T23:11:08,500,499,False,32,-182,-181,,,2025-09-19T00:15:00,70641,True,"{'StadiumID': 1, 'Name': 'Highmark Stadium', 'City': 'Orchard Park', 'State': 'NY', 'Country': 'USA', 'Capacity': 71608, 'PlayingSurface': 'Artificial', 'GeoLat': 42.773758, 'GeoLong': -78.786837, 'Type': 'Outdoor'}"
