PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ShortName,HeightFeet,HeightInches,TeamID,GlobalTeamID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
4314,,,Tom,Brady,QB,Inactive,"6'4""",225,1977-08-03T00:00:00,Michigan,27.0,QB,False,OFF,Tom Brady,48.0,T.Brady,6,4,,0,8257062.0,http://cdn.usatsimg.com/api/download/?imageID=19034007,http://cdn.usatsimg.com/api/download/?imageID=19034006,2022-09-12T12:52:47,2022-09-12T12:52:22
6489,CIN,,Josh,Johnson,QB,Active,"6'3""",214,1986-05-15T00:00:00,San Diego,14.0,QB,True,OFF,Josh Johnson,39.0,J.Johnson,6,3,7.0,7,8372209.0,http://cdn.imagn.com/api/download/?imageID=27200946,http://cdn.imagn.com/api/download/?imageID=27200947,2025-09-29T13:05:25,2025-09-29T13:05:30
7651,,,Matthew,Slater,WR,Inactive,"6'0""",205,1985-09-09T00:00:00,UCLA,20.0,WR,False,OFF,Matthew Slater,40.0,M.Slater,6,0,,0,8254590.0,http://cdn.usatsimg.com/api/download/?imageID=22348138,http://cdn.usatsimg.com/api/download/?imageID=22443955,2024-01-22T11:03:54,2024-02-04T13:39:02
8244,,,Philip,Rivers,QB,Inactive,"6'5""",228,1981-12-08T00:00:00,North Carolina State,21.0,QB,False,OFF,Philip Rivers,44.0,P.Rivers,6,5,,0,8379458.0,http://cdn.imagn.com/api/download/?imageID=15261463,http://cdn.imagn.com/api/download/?imageID=15261464,2020-12-03T11:45:39,2020-12-03T11:45:57
8358,,,Brian,Hoyer,QB,Inactive,"6'2""",215,1985-10-13T00:00:00,Michigan State,17.0,QB,False,OFF,Brian Hoyer,40.0,B.Hoyer,6,2,,0,8314087.0,http://cdn.usatsimg.com/api/download/?imageID=21362439,http://cdn.usatsimg.com/api/download/?imageID=21362436,2023-09-07T13:27:25,2023-09-07T13:27:19
8433,,,Kevin,Huber,P,Inactive,"6'1""",210,1985-07-16T00:00:00,Cincinnati,16.0,P,False,ST,Kevin Huber,40.0,K.Huber,6,1,,0,8254340.0,http://cdn.usatsimg.com/api/download/?imageID=18990245,http://cdn.usatsimg.com/api/download/?imageID=18996125,2022-09-05T01:39:41,2022-09-06T21:11:27
8750,,,Ryan,Succop,K,Inactive,"6'2""",218,1986-09-19T00:00:00,South Carolina,17.0,K,False,ST,Ryan Succop,39.0,R.Succop,6,2,,0,8257165.0,http://cdn.usatsimg.com/api/download/?imageID=19001134,http://cdn.usatsimg.com/api/download/?imageID=19002100,2022-09-07T17:25:29,2022-09-07T20:35:46
8920,,,Jason,Peters,OT,Inactive,"6'4""",328,1982-01-22T00:00:00,Arkansas,24.0,OL,False,OFF,Jason Peters,44.0,J.Peters,6,4,,0,8345482.0,http://cdn.imagn.com/api/download/?imageID=16577260,http://cdn.imagn.com/api/download/?imageID=16577261,2021-08-17T16:17:37,2021-08-17T16:17:43
9038,LAR,9.0,Matthew,Stafford,QB,Active,"6'3""",214,1988-02-07T00:00:00,Georgia,21.0,QB,True,OFF,Matthew Stafford,38.0,M.Stafford,6,3,32.0,32,8274141.0,http://cdn.imagn.com/api/download/?imageID=27692434,http://cdn.imagn.com/api/download/?imageID=27692435,2025-11-28T10:42:37,2025-11-28T10:42:50
9162,CAR,44.0,JJ,Jansen,LS,Active,"6'2""",235,1986-01-20T00:00:00,Notre Dame,22.0,LS,True,ST,JJ Jansen,40.0,J.Jansen,6,2,5.0,5,8252828.0,http://cdn.imagn.com/api/download/?imageID=26980548,http://cdn.imagn.com/api/download/?imageID=26980549,2025-09-02T08:25:44,2025-09-02T08:25:50
9201,,,Thomas,Morstead,P,Inactive,"6'4""",225,1986-03-08T00:00:00,Southern Methodist,21.0,P,False,ST,Thomas Morstead,40.0,T.Morstead,6,4,,0,8372172.0,http://cdn.imagn.com/api/download/?imageID=26991920,http://cdn.imagn.com/api/download/?imageID=26991917,2025-09-03T14:51:55,2025-09-03T14:51:51
9727,NE,33.0,Mike,Brown,SS,Active,"5'10""",207,1978-02-13T00:00:00,Nebraska,,DB,True,DEF,Mike Brown,48.0,M.Brown,5,10,21.0,21,,,,,
9902,,,Chase,Daniel,QB,Inactive,"6'0""",229,1986-10-07T00:00:00,Missouri,16.0,QB,False,OFF,Chase Daniel,39.0,C.Daniel,6,0,,0,8274636.0,http://cdn.usatsimg.com/api/download/?imageID=18999862,http://cdn.usatsimg.com/api/download/?imageID=19002438,2022-09-07T14:32:00,2022-09-07T21:28:14
10067,,,Brett,Kern,P,Inactive,"6'2""",214,1986-02-17T00:00:00,Toledo,19.0,P,False,ST,Brett Kern,40.0,B.Kern,6,2,,0,8309502.0,http://cdn.usatsimg.com/api/download/?imageID=16655574,http://cdn.usatsimg.com/api/download/?imageID=16663615,2021-08-30T19:23:50,2021-09-01T08:45:39
10333,NYG,,Graham,Gano,K,Active,"6'2""",202,1987-04-09T00:00:00,Florida State,20.0,K,True,ST,Graham Gano,38.0,G.Gano,6,2,23.0,23,8251085.0,http://cdn.imagn.com/api/download/?imageID=26985484,http://cdn.imagn.com/api/download/?imageID=26985488,2025-09-02T19:38:33,2025-09-02T19:38:38
10978,,,Devin,McCourty,DB,Inactive,"5'10""",195,1987-08-13T00:00:00,Rutgers,16.0,DB,False,DEF,Devin McCourty,38.0,D.McCourty,5,10,,0,8254572.0,http://cdn.usatsimg.com/api/download/?imageID=16635723,http://cdn.usatsimg.com/api/download/?imageID=16650786,2021-08-27T18:29:11,2021-08-29T19:34:17
11008,TEN,46.0,Morgan,Cox,LS,Active,"6'4""",233,1986-04-26T00:00:00,Tennessee,20.0,LS,True,ST,Morgan Cox,39.0,M.Cox,6,4,34.0,34,8275032.0,http://cdn.imagn.com/api/download/?imageID=27094895,http://cdn.imagn.com/api/download/?imageID=27094896,2025-09-16T12:25:12,2025-09-16T12:25:19
11023,,,Carlos,Dunlap,DE,Inactive,"6'6""",277,1989-02-28T00:00:00,Florida,16.0,DL,False,DEF,Carlos Dunlap,37.0,C.Dunlap,6,6,,0,8298775.0,http://cdn.usatsimg.com/api/download/?imageID=17066845,http://cdn.usatsimg.com/api/download/?imageID=17066846,2021-10-31T11:35:38,2021-10-31T11:35:45
11047,,,Colt,McCoy,QB,Inactive,"6'1""",212,1986-09-05T00:00:00,Texas,16.0,QB,False,OFF,Colt McCoy,39.0,C.McCoy,6,1,,0,8274203.0,http://cdn.usatsimg.com/api/download/?imageID=19935236,http://cdn.usatsimg.com/api/download/?imageID=19935235,2023-02-06T19:37:53,2023-02-06T19:37:50
11105,,,Kareem,Jackson,S,Inactive,"5'10""",196,1988-04-10T00:00:00,Alabama,17.0,DB,False,DEF,Kareem Jackson,37.0,K.Jackson,5,10,,0,8344171.0,http://cdn.usatsimg.com/api/download/?imageID=21355373,http://cdn.usatsimg.com/api/download/?imageID=21363034,2023-09-06T12:17:40,2023-09-07T14:37:25
11120,SF,46.0,Jon,Weeks,LS,Active,"5'10""",242,1986-02-17T00:00:00,Baylor,20.0,LS,True,ST,Jon Weeks,40.0,J.Weeks,5,10,31.0,31,8372190.0,http://cdn.imagn.com/api/download/?imageID=27313356,http://cdn.imagn.com/api/download/?imageID=27313357,2025-10-13T10:17:31,2025-10-13T10:17:35
11132,,,Jerry,Hughes,DE,Inactive,"6'2""",254,1988-08-13T00:00:00,TCU,17.0,DL,False,DEF,Jerry Hughes,37.0,J.Hughes,6,2,,0,8299616.0,http://cdn.imagn.com/api/download/?imageID=24137940,http://cdn.imagn.com/api/download/?imageID=24137941,2024-09-02T08:21:01,2024-09-02T08:21:10
11151,,,Tyson,Alualu,DL,Inactive,"6'3""",304,1987-05-12T00:00:00,California,16.0,DL,False,DEF,Tyson Alualu,38.0,T.Alualu,6,3,,0,8325734.0,http://cdn.usatsimg.com/api/download/?imageID=16655563,http://cdn.usatsimg.com/api/download/?imageID=16655565,2021-08-30T19:17:44,2021-08-30T19:17:50
11241,,,Jared,Veldheer,OT,Inactive,"6'8""",321,1987-06-14T00:00:00,Hillsdale (MI),14.0,OL,False,OFF,Jared Veldheer,38.0,J.Veldheer,6,8,,0,8330089.0,http://cdn.usatsimg.com/api/download/?imageID=9509329,http://cdn.usatsimg.com/api/download/?imageID=10251340,2016-08-31T19:21:26,2017-09-01T04:26:50
11302,,,Linval,Joseph,DT,Inactive,"6'4""",328,1988-10-10T00:00:00,East Carolina,19.0,DL,False,DEF,Linval Joseph,37.0,L.Joseph,6,4,,0,8344682.0,http://cdn.imagn.com/api/download/?imageID=24133811,http://cdn.imagn.com/api/download/?imageID=24133812,2024-09-01T13:29:17,2024-09-01T13:29:24
11315,,,Brandon,Graham,DE,Inactive,"6'2""",265,1988-04-03T00:00:00,Michigan,20.0,DL,False,DEF,Brandon Graham,38.0,B.Graham,6,2,,0,8375416.0,http://cdn.imagn.com/api/download/?imageID=27432003,http://cdn.imagn.com/api/download/?imageID=27432004,2025-10-27T16:33:53,2025-10-27T16:34:00
11382,,,Ndamukong,Suh,NT,Inactive,"6'4""",307,1987-01-06T00:00:00,Nebraska,16.0,DL,False,DEF,Ndamukong Suh,39.0,N.Suh,6,4,,0,8309330.0,http://cdn.usatsimg.com/api/download/?imageID=16651271,http://cdn.usatsimg.com/api/download/?imageID=16663588,2021-08-29T21:07:22,2021-09-01T08:37:52
11437,,,Corey,Peters,DT,Inactive,"6'3""",335,1988-06-08T00:00:00,Kentucky,16.0,DL,False,DEF,Corey Peters,37.0,C.Peters,6,3,,0,8304794.0,http://cdn.usatsimg.com/api/download/?imageID=16556151,http://cdn.usatsimg.com/api/download/?imageID=16577967,2021-08-12T21:51:27,2021-08-17T20:22:36
11488,,,Jimmy,Graham,TE,Inactive,"6'7""",265,1986-11-24T00:00:00,Miami (FL),16.0,TE,False,OFF,Jimmy Graham,39.0,J.Graham,6,7,,0,8313837.0,http://cdn.usatsimg.com/api/download/?imageID=21320949,http://cdn.usatsimg.com/api/download/?imageID=21332539,2023-09-01T13:03:49,2023-09-02T17:10:17
11545,,,Rodger,Saffold,G,Inactive,"6'4""",323,1988-06-06T00:00:00,Indiana,16.0,OL,False,OFF,Rodger Saffold,37.0,R.Saffold,6,4,,0,8299519.0,http://cdn.usatsimg.com/api/download/?imageID=16716232,http://cdn.usatsimg.com/api/download/?imageID=15373803,2021-09-09T23:18:05,2020-12-29T16:12:45
11565,,,Andre,Roberts,WR,Inactive,"5'11""",195,1988-01-09T00:00:00,The Citadel,16.0,WR,False,OFF,Andre Roberts,38.0,A.Roberts,5,11,,0,8298734.0,http://cdn.usatsimg.com/api/download/?imageID=18989398,http://cdn.usatsimg.com/api/download/?imageID=18999262,2022-09-04T22:30:04,2022-09-07T12:40:21
11694,ATL,,Nick,Folk,K,Active,"6'1""",222,1984-11-05T00:00:00,Arizona,22.0,K,True,ST,Nick Folk,41.0,N.Folk,6,1,2.0,2,8373059.0,http://cdn.imagn.com/api/download/?imageID=27102717,http://cdn.imagn.com/api/download/?imageID=27102718,2025-09-17T11:44:58,2025-09-17T11:45:01
11988,,,Isaiah,Ekejiuba,LB,Inactive,"6'4""",240,1981-10-05T00:00:00,Virginia,10.0,LB,False,DEF,Isaiah Ekejiuba,44.0,I.Ekejiuba,6,4,,0,,,,,
12247,,,Jason,Pierre-Paul,LB,Inactive,"6'5""",270,1989-01-01T00:00:00,South Florida,16.0,LB,False,DEF,Jason Pierre-Paul,37.0,J.Pierre-Paul,6,5,,0,8379446.0,http://cdn.imagn.com/api/download/?imageID=16651145,http://cdn.imagn.com/api/download/?imageID=16651144,2021-08-29T20:18:48,2021-08-29T20:18:43
12308,SF,71.0,Trent,Williams,OT,Active,"6'5""",320,1988-07-19T00:00:00,Oklahoma,20.0,OL,True,OFF,Trent Williams,37.0,T.Williams,6,5,31.0,31,8249867.0,http://cdn.imagn.com/api/download/?imageID=26992371,http://cdn.imagn.com/api/download/?imageID=26992370,2025-09-03T15:24:27,2025-09-03T15:24:22
12330,,,Clark,Harris,LS,Inactive,"6'5""",250,1984-07-10T00:00:00,Rutgers,17.0,LS,False,ST,Clark Harris,41.0,C.Harris,6,5,,0,8254333.0,http://cdn.usatsimg.com/api/download/?imageID=18990231,http://cdn.usatsimg.com/api/download/?imageID=18996060,2022-09-05T01:39:14,2022-09-06T20:58:34
12450,,,Al,Woods,DL,Inactive,"6'4""",309,1987-03-25T00:00:00,LSU,16.0,DL,False,DEF,Al Woods,39.0,A.Woods,6,4,,0,8314366.0,http://cdn.usatsimg.com/api/download/?imageID=21319942,http://cdn.usatsimg.com/api/download/?imageID=21319943,2023-09-01T10:18:36,2023-09-01T10:18:43
12707,,,Jason,Kelce,C,Inactive,"6'3""",295,1987-11-05T00:00:00,Cincinnati,15.0,OL,False,OFF,Jason Kelce,38.0,J.Kelce,6,3,,0,8250470.0,http://cdn.usatsimg.com/api/download/?imageID=21316655,http://cdn.usatsimg.com/api/download/?imageID=21330434,2023-08-31T21:07:30,2023-09-02T13:40:13
12764,,,Marcus,Cannon,OL,Inactive,"6'6""",335,1988-05-06T00:00:00,TCU,14.0,OL,False,OFF,Marcus Cannon,37.0,M.Cannon,6,6,,0,8304814.0,http://cdn.usatsimg.com/api/download/?imageID=9591365,http://cdn.usatsimg.com/api/download/?imageID=10835643,2016-10-06T22:36:10,2018-05-14T09:07:46
12787,WAS,57.0,Nick,Bellore,LB,Active,"6'1""",250,1989-05-12T00:00:00,Central Michigan,19.0,LB,True,DEF,Nick Bellore,36.0,N.Bellore,6,1,35.0,35,8344811.0,http://cdn.imagn.com/api/download/?imageID=26983158,http://cdn.imagn.com/api/download/?imageID=26983159,2025-09-02T14:04:46,2025-09-02T14:04:53
12815,,,Josh,Bynes,ILB,Inactive,"6'1""",235,1989-08-24T00:00:00,Auburn,14.0,LB,False,DEF,Josh Bynes,36.0,J.Bynes,6,1,,0,8275888.0,http://cdn.usatsimg.com/api/download/?imageID=17211538,http://cdn.usatsimg.com/api/download/?imageID=17211537,2021-11-22T10:01:01,2021-11-22T10:00:38
12831,,,Tyrod,Taylor,QB,Inactive,"6'1""",217,1989-08-03T00:00:00,Virginia Tech,19.0,QB,False,OFF,Tyrod Taylor,36.0,T.Taylor,6,1,,0,8344225.0,http://cdn.imagn.com/api/download/?imageID=26985251,http://cdn.imagn.com/api/download/?imageID=26985252,2025-09-02T19:04:44,2025-09-02T19:04:49
12841,PHI,14.0,Andy,Dalton,QB,Active,"6'2""",220,1987-10-29T00:00:00,TCU,19.0,QB,True,OFF,Andy Dalton,38.0,A.Dalton,6,2,26.0,26,8313868.0,http://cdn.imagn.com/api/download/?imageID=26980434,http://cdn.imagn.com/api/download/?imageID=26980435,2025-09-02T08:03:40,2025-09-02T08:03:47
12845,,,A.J.,Green,WR,Inactive,"6'4""",207,1988-07-31T00:00:00,Georgia,15.0,WR,False,OFF,A.J. Green,37.0,A.Green,6,4,,0,8274196.0,http://cdn.usatsimg.com/api/download/?imageID=18918611,http://cdn.usatsimg.com/api/download/?imageID=18918601,2022-08-24T09:23:03,2022-08-24T09:05:57
12902,PIT,97.0,Cameron,Heyward,DT,Active,"6'5""",295,1989-05-06T00:00:00,Ohio State,19.0,DL,True,DEF,Cameron Heyward,36.0,C.Heyward,6,5,28.0,28,8253976.0,http://cdn.imagn.com/api/download/?imageID=26981816,http://cdn.imagn.com/api/download/?imageID=26981817,2025-09-02T11:45:01,2025-09-02T11:45:13
12955,,,J.J.,Watt,DE,Inactive,"6'5""",288,1989-03-22T00:00:00,Wisconsin,14.0,DL,False,DEF,J.J. Watt,37.0,J.Watt,6,5,,0,8274214.0,http://cdn.usatsimg.com/api/download/?imageID=18953784,http://cdn.usatsimg.com/api/download/?imageID=18953790,2022-08-30T18:41:18,2022-08-30T18:41:32
12982,,,Blaine,Gabbert,QB,Inactive,"6'5""",235,1989-10-15T00:00:00,Missouri,15.0,QB,False,OFF,Blaine Gabbert,36.0,B.Gabbert,6,5,,0,8313930.0,http://cdn.usatsimg.com/api/download/?imageID=21354136,http://cdn.usatsimg.com/api/download/?imageID=21358810,2023-09-06T06:05:02,2023-09-06T20:45:09
13018,,,Chris,Harris Jr.,S,Inactive,"5'10""",190,1989-06-18T00:00:00,Kansas,15.0,DB,False,DEF,Chris Harris Jr.,36.0,C.Harris Jr.,5,10,,0,8306246.0,http://cdn.usatsimg.com/api/download/?imageID=16696997,http://cdn.usatsimg.com/api/download/?imageID=16697000,2021-09-06T11:26:33,2021-09-06T11:26:38
13022,,,Von,Miller,LB,Inactive,"6'3""",250,1989-03-26T00:00:00,Texas A&M,17.0,LB,False,DEF,Von Miller,37.0,V.Miller,6,3,,0,8372221.0,http://cdn.imagn.com/api/download/?imageID=27038482,http://cdn.imagn.com/api/download/?imageID=27038488,2025-09-09T11:23:18,2025-09-09T11:23:27
13031,,,Jonathan,Baldwin,WR,Inactive,"6'4""",230,1989-08-10T00:00:00,Pittsburgh,4.0,WR,False,OFF,Jonathan Baldwin,36.0,J.Baldwin,6,4,,0,,,,,
13036,,,Justin,Houston,OLB,Inactive,"6'3""",270,1989-01-12T00:00:00,Georgia,15.0,LB,False,DEF,Justin Houston,37.0,J.Houston,6,3,,0,8336385.0,http://cdn.usatsimg.com/api/download/?imageID=21378170,http://cdn.usatsimg.com/api/download/?imageID=21380937,2023-09-09T09:53:07,2023-09-09T15:23:25
13037,,,Rodney,Hudson,OL,Inactive,"6'2""",315,1989-07-12T00:00:00,Florida State,15.0,OL,False,OFF,Rodney Hudson,36.0,R.Hudson,6,2,,0,8274199.0,http://cdn.usatsimg.com/api/download/?imageID=19935205,http://cdn.usatsimg.com/api/download/?imageID=19935203,2023-02-06T19:35:26,2023-02-06T19:35:22
13063,,,Taiwan,Jones,RB,Inactive,"6'0""",195,1988-07-26T00:00:00,Eastern Washington,15.0,RB,False,OFF,Taiwan Jones,37.0,T.Jones,6,0,,0,8314585.0,http://cdn.usatsimg.com/api/download/?imageID=17415826,http://cdn.usatsimg.com/api/download/?imageID=17493967,2021-12-27T13:54:14,2022-01-12T19:26:39
13129,,,Tyron,Smith,OL,Inactive,"6'5""",320,1990-12-12T00:00:00,USC,16.0,OL,False,OFF,Tyron Smith,35.0,T.Smith,6,5,,0,8344222.0,http://cdn.imagn.com/api/download/?imageID=24144884,http://cdn.imagn.com/api/download/?imageID=24144883,2024-09-03T18:52:13,2024-09-03T18:52:09
13181,,,Mario,Addison,DE,Inactive,"6'3""",260,1987-09-06T00:00:00,Troy,15.0,DL,False,DEF,Mario Addison,38.0,M.Addison,6,3,,0,8299587.0,http://cdn.usatsimg.com/api/download/?imageID=17273383,http://cdn.usatsimg.com/api/download/?imageID=17273388,2021-12-02T13:27:32,2021-12-02T13:27:38
13227,,,Randall,Cobb,WR,Inactive,"5'10""",192,1990-08-22T00:00:00,Kentucky,16.0,WR,False,OFF,Randall Cobb,35.0,R.Cobb,5,10,,0,8314329.0,http://cdn.usatsimg.com/api/download/?imageID=21319635,http://cdn.usatsimg.com/api/download/?imageID=21319636,2023-09-01T09:14:02,2023-09-01T09:14:10
13250,,,DJ,Williams,TE,Inactive,"6'2""",225,1988-09-10T00:00:00,Arkansas,5.0,TE,False,OFF,DJ Williams,37.0,D.Williams,6,2,,0,,,,,
13275,,,Kyle,Rudolph,TE,Inactive,"6'6""",258,1989-11-09T00:00:00,Notre Dame,15.0,TE,False,OFF,Kyle Rudolph,36.0,K.Rudolph,6,6,,0,8298578.0,http://cdn.usatsimg.com/api/download/?imageID=17406728,http://cdn.usatsimg.com/api/download/?imageID=17413345,2021-12-23T16:01:37,2021-12-26T19:48:16
13291,,,Julio,Jones,WR,Inactive,"6'3""",220,1989-02-08T00:00:00,Alabama,16.0,WR,False,OFF,Julio Jones,37.0,J.Jones,6,3,,0,8315900.0,http://cdn.usatsimg.com/api/download/?imageID=22053333,http://cdn.usatsimg.com/api/download/?imageID=22058030,2023-12-07T09:46:08,2023-12-07T21:20:07
13337,,,Mark,Ingram II,RB,Inactive,"5'9""",215,1989-12-21T00:00:00,Alabama,15.0,RB,False,OFF,Mark Ingram II,36.0,M.Ingram II,5,9,,0,8277527.0,http://cdn.usatsimg.com/api/download/?imageID=17256216,http://cdn.usatsimg.com/api/download/?imageID=17268227,2021-11-29T14:53:19,2021-12-01T20:38:01
13338,,,Cameron,Jordan,DE,Inactive,"6'4""",287,1989-07-10T00:00:00,California,19.0,DL,False,DEF,Cameron Jordan,36.0,C.Jordan,6,4,,0,8252446.0,http://cdn.imagn.com/api/download/?imageID=26992686,http://cdn.imagn.com/api/download/?imageID=26992687,2025-09-03T16:14:25,2025-09-03T16:14:36
13388,,,Jake,McQuaide,LS,Inactive,"6'2""",235,1987-12-07T00:00:00,Ohio State,17.0,LS,False,ST,Jake McQuaide,38.0,J.McQuaide,6,2,,0,8375753.0,http://cdn.imagn.com/api/download/?imageID=27694308,http://cdn.imagn.com/api/download/?imageID=27694309,2025-11-28T15:31:38,2025-11-28T15:31:41
13393,,,Robert,Quinn,DE,Inactive,"6'4""",264,1990-05-18T00:00:00,North Carolina,15.0,DL,False,DEF,Robert Quinn,35.0,R.Quinn,6,4,,0,8306552.0,http://cdn.usatsimg.com/api/download/?imageID=16577392,http://cdn.usatsimg.com/api/download/?imageID=16619798,2021-08-17T16:41:42,2021-08-24T20:44:55
13415,,,Patrick,Peterson,CB,Inactive,"6'1""",203,1990-07-11T00:00:00,LSU,16.0,DB,False,DEF,Patrick Peterson,35.0,P.Peterson,6,1,,0,8314147.0,http://cdn.usatsimg.com/api/download/?imageID=21313143,http://cdn.usatsimg.com/api/download/?imageID=21315975,2023-08-31T12:20:24,2023-08-31T18:25:16
13721,,,Fletcher,Cox,DT,Inactive,"6'4""",310,1990-12-13T00:00:00,Mississippi State,15.0,DL,False,DEF,Fletcher Cox,35.0,F.Cox,6,4,,0,8250355.0,http://cdn.usatsimg.com/api/download/?imageID=22053332,http://cdn.usatsimg.com/api/download/?imageID=22058045,2023-12-07T09:45:38,2023-12-07T21:21:12
13722,,,Vinny,Curry,DL,Inactive,"6'3""",279,1988-06-30T00:00:00,Marshall,14.0,DL,False,DEF,Vinny Curry,37.0,V.Curry,6,3,,0,8274936.0,http://cdn.usatsimg.com/api/download/?imageID=16649748,http://cdn.usatsimg.com/api/download/?imageID=16660657,2021-08-29T15:35:39,2021-08-31T21:00:30
13723,,,Nick,Foles,QB,Inactive,"6'6""",243,1989-01-20T00:00:00,Arizona,14.0,QB,False,OFF,Nick Foles,37.0,N.Foles,6,6,,0,8299756.0,http://cdn.usatsimg.com/api/download/?imageID=16577228,http://cdn.usatsimg.com/api/download/?imageID=16577227,2021-08-17T16:10:46,2021-08-17T16:10:40
13730,,,Dennis,Kelly,OT,Inactive,"6'8""",321,1990-01-16T00:00:00,Purdue,14.0,OL,False,OFF,Dennis Kelly,36.0,D.Kelly,6,8,,0,8315853.0,http://cdn.usatsimg.com/api/download/?imageID=16977736,http://cdn.usatsimg.com/api/download/?imageID=17003294,2021-10-17T18:54:58,2021-10-22T14:27:44
